measured0,measured1,measured2,range0,range1,range2,range3,range4,range5,uuid,timestamp,range,measured,res
42,6,38,20,80,10,20,30,70,55742,2021-06-26 10:26:32,"[20, 80, 10, 20, 30, 70]","[42, 6, 38]",0
26,21,47,20,80,10,20,30,70,35439,2021-06-20 17:15:47,"[20, 80, 10, 20, 30, 70]","[26, 21, 47]",0
34,13,53,20,80,10,20,30,70,78490,2021-06-14 15:53:53,"[20, 80, 10, 20, 30, 70]","[34, 13, 53]",1
37,19,33,20,80,10,20,30,70,21750,2021-06-22 10:06:26,"[20, 80, 10, 20, 30, 70]","[37, 19, 33]",1
46,6,52,20,80,10,20,30,70,34968,2021-06-29 12:41:08,"[20, 80, 10, 20, 30, 70]","[46, 6, 52]",0
20,10,28,20,80,10,20,30,70,25029,2021-06-18 12:30:39,"[20, 80, 10, 20, 30, 70]","[20, 10, 28]",0
22,16,57,20,80,10,20,30,70,33218,2021-06-20 09:31:21,"[20, 80, 10, 20, 30, 70]","[22, 16, 57]",1
54,14,68,20,80,10,20,30,70,76300,2021-06-18 18:35:51,"[20, 80, 10, 20, 30, 70]","[54, 14, 68]",1
46,6,29,20,80,10,20,30,70,51437,2021-06-29 08:12:12,"[20, 80, 10, 20, 30, 70]","[46, 6, 29]",0
80,5,76,20,80,10,20,30,70,46819,2021-06-20 09:49:16,"[20, 80, 10, 20, 30, 70]","[80, 5, 76]",0
43,22,50,20,80,10,20,30,70,30481,2021-06-20 18:44:30,"[20, 80, 10, 20, 30, 70]","[43, 22, 50]",0
72,25,29,20,80,10,20,30,70,76672,2021-06-23 15:47:02,"[20, 80, 10, 20, 30, 70]","[72, 25, 29]",0
21,16,49,20,80,10,20,30,70,62842,2021-06-17 14:11:59,"[20, 80, 10, 20, 30, 70]","[21, 16, 49]",1
73,7,47,20,80,10,20,30,70,68777,2021-06-22 08:49:26,"[20, 80, 10, 20, 30, 70]","[73, 7, 47]",0
61,13,46,20,80,10,20,30,70,84324,2021-06-13 15:33:43,"[20, 80, 10, 20, 30, 70]","[61, 13, 46]",1
61,20,53,20,80,10,20,30,70,36828,2021-06-13 11:43:29,"[20, 80, 10, 20, 30, 70]","[61, 20, 53]",1
20,17,46,20,80,10,20,30,70,64680,2021-06-26 13:33:26,"[20, 80, 10, 20, 30, 70]","[20, 17, 46]",1
50,5,56,20,80,10,20,30,70,25477,2021-06-18 14:48:03,"[20, 80, 10, 20, 30, 70]","[50, 5, 56]",0
28,18,69,20,80,10,20,30,70,74626,2021-06-27 17:21:09,"[20, 80, 10, 20, 30, 70]","[28, 18, 69]",1
64,9,35,20,80,10,20,30,70,36355,2021-06-10 12:28:43,"[20, 80, 10, 20, 30, 70]","[64, 9, 35]",0
72,18,73,20,80,10,20,30,70,42640,2021-06-24 11:30:19,"[20, 80, 10, 20, 30, 70]","[72, 18, 73]",0
74,14,45,20,80,10,20,30,70,15449,2021-06-14 18:38:00,"[20, 80, 10, 20, 30, 70]","[74, 14, 45]",1
53,11,31,20,80,10,20,30,70,24857,2021-06-22 16:08:40,"[20, 80, 10, 20, 30, 70]","[53, 11, 31]",1
26,7,48,20,80,10,20,30,70,30485,2021-06-22 12:20:03,"[20, 80, 10, 20, 30, 70]","[26, 7, 48]",0
18,7,57,20,80,10,20,30,70,80442,2021-06-23 08:31:08,"[20, 80, 10, 20, 30, 70]","[18, 7, 57]",0
57,23,43,20,80,10,20,30,70,75474,2021-06-24 14:19:05,"[20, 80, 10, 20, 30, 70]","[57, 23, 43]",0
59,15,59,20,80,10,20,30,70,11515,2021-06-18 18:56:38,"[20, 80, 10, 20, 30, 70]","[59, 15, 59]",1
69,23,71,20,80,10,20,30,70,71796,2021-06-19 10:01:36,"[20, 80, 10, 20, 30, 70]","[69, 23, 71]",0
23,15,44,20,80,10,20,30,70,26895,2021-06-14 15:08:20,"[20, 80, 10, 20, 30, 70]","[23, 15, 44]",1
63,7,35,20,80,10,20,30,70,47381,2021-06-18 17:53:02,"[20, 80, 10, 20, 30, 70]","[63, 7, 35]",0
65,20,65,20,80,10,20,30,70,62268,2021-06-14 15:47:21,"[20, 80, 10, 20, 30, 70]","[65, 20, 65]",1
63,6,29,20,80,10,20,30,70,32408,2021-06-24 10:38:16,"[20, 80, 10, 20, 30, 70]","[63, 6, 29]",0
60,25,32,20,80,10,20,30,70,78325,2021-06-15 09:18:05,"[20, 80, 10, 20, 30, 70]","[60, 25, 32]",0
79,8,52,20,80,10,20,30,70,36349,2021-06-28 08:11:27,"[20, 80, 10, 20, 30, 70]","[79, 8, 52]",0
77,13,66,20,80,10,20,30,70,13979,2021-06-15 09:05:05,"[20, 80, 10, 20, 30, 70]","[77, 13, 66]",1
36,17,65,20,80,10,20,30,70,78274,2021-06-20 09:29:00,"[20, 80, 10, 20, 30, 70]","[36, 17, 65]",1
22,5,39,20,80,10,20,30,70,56695,2021-06-18 16:54:56,"[20, 80, 10, 20, 30, 70]","[22, 5, 39]",0
35,7,62,20,80,10,20,30,70,71835,2021-06-10 11:34:51,"[20, 80, 10, 20, 30, 70]","[35, 7, 62]",0
21,8,62,20,80,10,20,30,70,11620,2021-06-19 16:02:12,"[20, 80, 10, 20, 30, 70]","[21, 8, 62]",0
34,18,60,20,80,10,20,30,70,44313,2021-06-29 17:17:19,"[20, 80, 10, 20, 30, 70]","[34, 18, 60]",1
30,7,45,20,80,10,20,30,70,32372,2021-06-27 15:42:39,"[20, 80, 10, 20, 30, 70]","[30, 7, 45]",0
26,24,29,20,80,10,20,30,70,63139,2021-06-14 09:37:40,"[20, 80, 10, 20, 30, 70]","[26, 24, 29]",0
36,14,49,20,80,10,20,30,70,80267,2021-06-19 16:01:50,"[20, 80, 10, 20, 30, 70]","[36, 14, 49]",1
68,6,28,20,80,10,20,30,70,29731,2021-06-21 16:26:12,"[20, 80, 10, 20, 30, 70]","[68, 6, 28]",0
19,13,41,20,80,10,20,30,70,75284,2021-06-13 13:16:38,"[20, 80, 10, 20, 30, 70]","[19, 13, 41]",0
56,7,33,20,80,10,20,30,70,24362,2021-06-19 13:42:32,"[20, 80, 10, 20, 30, 70]","[56, 7, 33]",0
71,25,61,20,80,10,20,30,70,81622,2021-06-12 14:47:09,"[20, 80, 10, 20, 30, 70]","[71, 25, 61]",0
58,14,41,20,80,10,20,30,70,50271,2021-06-23 12:15:28,"[20, 80, 10, 20, 30, 70]","[58, 14, 41]",1
16,18,58,20,80,10,20,30,70,38092,2021-06-25 14:43:36,"[20, 80, 10, 20, 30, 70]","[16, 18, 58]",0
55,25,31,20,80,10,20,30,70,36896,2021-06-15 14:14:59,"[20, 80, 10, 20, 30, 70]","[55, 25, 31]",0
49,11,70,20,80,10,20,30,70,64558,2021-06-19 11:13:23,"[20, 80, 10, 20, 30, 70]","[49, 11, 70]",1
22,17,29,20,80,10,20,30,70,73708,2021-06-10 09:28:03,"[20, 80, 10, 20, 30, 70]","[22, 17, 29]",0
44,12,32,20,80,10,20,30,70,67606,2021-06-26 11:08:21,"[20, 80, 10, 20, 30, 70]","[44, 12, 32]",1
47,22,59,20,80,10,20,30,70,48983,2021-06-13 15:46:49,"[20, 80, 10, 20, 30, 70]","[47, 22, 59]",0
59,9,58,20,80,10,20,30,70,55864,2021-06-27 12:28:53,"[20, 80, 10, 20, 30, 70]","[59, 9, 58]",0
33,10,77,20,80,10,20,30,70,46503,2021-06-11 11:12:38,"[20, 80, 10, 20, 30, 70]","[33, 10, 77]",0
29,9,55,20,80,10,20,30,70,70772,2021-06-25 12:06:32,"[20, 80, 10, 20, 30, 70]","[29, 9, 55]",0
83,5,35,20,80,10,20,30,70,67347,2021-06-29 18:51:44,"[20, 80, 10, 20, 30, 70]","[83, 5, 35]",0
25,6,75,20,80,10,20,30,70,57515,2021-06-24 16:54:17,"[20, 80, 10, 20, 30, 70]","[25, 6, 75]",0
72,12,30,20,80,10,20,30,70,10664,2021-06-25 14:07:06,"[20, 80, 10, 20, 30, 70]","[72, 12, 30]",1
23,21,77,20,80,10,20,30,70,69098,2021-06-19 16:44:37,"[20, 80, 10, 20, 30, 70]","[23, 21, 77]",0
43,9,68,20,80,10,20,30,70,59264,2021-06-16 09:16:39,"[20, 80, 10, 20, 30, 70]","[43, 9, 68]",0
65,11,56,20,80,10,20,30,70,15495,2021-06-12 18:57:33,"[20, 80, 10, 20, 30, 70]","[65, 11, 56]",1
47,19,72,20,80,10,20,30,70,71635,2021-06-26 12:36:26,"[20, 80, 10, 20, 30, 70]","[47, 19, 72]",0
21,19,70,20,80,10,20,30,70,74397,2021-06-25 17:48:46,"[20, 80, 10, 20, 30, 70]","[21, 19, 70]",1
79,17,59,20,80,10,20,30,70,67038,2021-06-15 15:31:04,"[20, 80, 10, 20, 30, 70]","[79, 17, 59]",1
54,25,47,20,80,10,20,30,70,27245,2021-06-27 13:06:45,"[20, 80, 10, 20, 30, 70]","[54, 25, 47]",0
72,20,48,20,80,10,20,30,70,50082,2021-06-16 16:18:23,"[20, 80, 10, 20, 30, 70]","[72, 20, 48]",1
33,12,61,20,80,10,20,30,70,39374,2021-06-23 18:40:04,"[20, 80, 10, 20, 30, 70]","[33, 12, 61]",1
47,17,34,20,80,10,20,30,70,30337,2021-06-27 13:24:22,"[20, 80, 10, 20, 30, 70]","[47, 17, 34]",1
45,19,34,20,80,10,20,30,70,24549,2021-06-24 10:08:49,"[20, 80, 10, 20, 30, 70]","[45, 19, 34]",1
58,7,29,20,80,10,20,30,70,72259,2021-06-16 15:34:46,"[20, 80, 10, 20, 30, 70]","[58, 7, 29]",0
72,8,30,20,80,10,20,30,70,82468,2021-06-21 16:03:03,"[20, 80, 10, 20, 30, 70]","[72, 8, 30]",0
76,17,67,20,80,10,20,30,70,15377,2021-06-19 13:44:30,"[20, 80, 10, 20, 30, 70]","[76, 17, 67]",1
44,10,41,20,80,10,20,30,70,80709,2021-06-24 12:22:37,"[20, 80, 10, 20, 30, 70]","[44, 10, 41]",1
52,19,39,20,80,10,20,30,70,75235,2021-06-13 12:42:16,"[20, 80, 10, 20, 30, 70]","[52, 19, 39]",1
25,22,56,20,80,10,20,30,70,34770,2021-06-29 17:51:46,"[20, 80, 10, 20, 30, 70]","[25, 22, 56]",0
79,20,55,20,80,10,20,30,70,72010,2021-06-16 13:18:48,"[20, 80, 10, 20, 30, 70]","[79, 20, 55]",1
26,25,39,20,80,10,20,30,70,87152,2021-06-22 13:51:43,"[20, 80, 10, 20, 30, 70]","[26, 25, 39]",0
29,21,48,20,80,10,20,30,70,21737,2021-06-20 17:29:19,"[20, 80, 10, 20, 30, 70]","[29, 21, 48]",0
75,16,76,20,80,10,20,30,70,44781,2021-06-10 11:15:57,"[20, 80, 10, 20, 30, 70]","[75, 16, 76]",0
16,17,68,20,80,10,20,30,70,14395,2021-06-25 09:47:01,"[20, 80, 10, 20, 30, 70]","[16, 17, 68]",0
22,10,51,20,80,10,20,30,70,27786,2021-06-28 18:48:02,"[20, 80, 10, 20, 30, 70]","[22, 10, 51]",1
30,12,60,20,80,10,20,30,70,30082,2021-06-22 16:13:13,"[20, 80, 10, 20, 30, 70]","[30, 12, 60]",1
84,14,53,20,80,10,20,30,70,84030,2021-06-29 16:18:50,"[20, 80, 10, 20, 30, 70]","[84, 14, 53]",0
45,15,32,20,80,10,20,30,70,27719,2021-06-28 09:07:56,"[20, 80, 10, 20, 30, 70]","[45, 15, 32]",1
56,9,57,20,80,10,20,30,70,34171,2021-06-25 08:52:39,"[20, 80, 10, 20, 30, 70]","[56, 9, 57]",0
78,22,48,20,80,10,20,30,70,71944,2021-06-16 11:01:39,"[20, 80, 10, 20, 30, 70]","[78, 22, 48]",0
40,9,69,20,80,10,20,30,70,85066,2021-06-25 09:48:48,"[20, 80, 10, 20, 30, 70]","[40, 9, 69]",0
44,15,41,20,80,10,20,30,70,15287,2021-06-23 11:11:39,"[20, 80, 10, 20, 30, 70]","[44, 15, 41]",1
82,12,30,20,80,10,20,30,70,17748,2021-06-20 09:10:07,"[20, 80, 10, 20, 30, 70]","[82, 12, 30]",0
48,10,62,20,80,10,20,30,70,33190,2021-06-27 09:42:56,"[20, 80, 10, 20, 30, 70]","[48, 10, 62]",1
33,12,31,20,80,10,20,30,70,31519,2021-06-17 17:32:01,"[20, 80, 10, 20, 30, 70]","[33, 12, 31]",1
16,18,68,20,80,10,20,30,70,60174,2021-06-23 13:05:52,"[20, 80, 10, 20, 30, 70]","[16, 18, 68]",0
24,20,45,20,80,10,20,30,70,89066,2021-06-10 08:01:35,"[20, 80, 10, 20, 30, 70]","[24, 20, 45]",1
19,21,49,20,80,10,20,30,70,16887,2021-06-26 14:08:12,"[20, 80, 10, 20, 30, 70]","[19, 21, 49]",0
76,14,46,20,80,10,20,30,70,60048,2021-06-25 13:50:34,"[20, 80, 10, 20, 30, 70]","[76, 14, 46]",1
48,7,77,20,80,10,20,30,70,10397,2021-06-17 17:37:31,"[20, 80, 10, 20, 30, 70]","[48, 7, 77]",0
24,12,34,20,80,10,20,30,70,13452,2021-06-18 11:30:40,"[20, 80, 10, 20, 30, 70]","[24, 12, 34]",1
28,18,41,20,80,10,20,30,70,49348,2021-06-26 08:24:15,"[20, 80, 10, 20, 30, 70]","[28, 18, 41]",1
30,25,57,20,80,10,20,30,70,25455,2021-06-26 16:18:15,"[20, 80, 10, 20, 30, 70]","[30, 25, 57]",0
23,15,73,20,80,10,20,30,70,80361,2021-06-13 13:10:09,"[20, 80, 10, 20, 30, 70]","[23, 15, 73]",0
44,14,32,20,80,10,20,30,70,68500,2021-06-23 16:29:18,"[20, 80, 10, 20, 30, 70]","[44, 14, 32]",1
40,12,78,20,80,10,20,30,70,83432,2021-06-26 12:32:16,"[20, 80, 10, 20, 30, 70]","[40, 12, 78]",0
78,14,64,20,80,10,20,30,70,82048,2021-06-24 17:05:21,"[20, 80, 10, 20, 30, 70]","[78, 14, 64]",1
34,25,50,20,80,10,20,30,70,52081,2021-06-16 11:03:54,"[20, 80, 10, 20, 30, 70]","[34, 25, 50]",0
17,24,60,20,80,10,20,30,70,42795,2021-06-23 18:08:33,"[20, 80, 10, 20, 30, 70]","[17, 24, 60]",0
70,12,55,20,80,10,20,30,70,64310,2021-06-11 12:49:29,"[20, 80, 10, 20, 30, 70]","[70, 12, 55]",1
30,14,56,20,80,10,20,30,70,11632,2021-06-24 17:57:58,"[20, 80, 10, 20, 30, 70]","[30, 14, 56]",1
72,12,58,20,80,10,20,30,70,60764,2021-06-17 12:04:25,"[20, 80, 10, 20, 30, 70]","[72, 12, 58]",1
42,14,43,20,80,10,20,30,70,16587,2021-06-22 12:28:05,"[20, 80, 10, 20, 30, 70]","[42, 14, 43]",1
75,17,30,20,80,10,20,30,70,41882,2021-06-16 18:57:13,"[20, 80, 10, 20, 30, 70]","[75, 17, 30]",1
69,24,37,20,80,10,20,30,70,34909,2021-06-15 08:43:27,"[20, 80, 10, 20, 30, 70]","[69, 24, 37]",0
56,12,73,20,80,10,20,30,70,51097,2021-06-17 18:45:48,"[20, 80, 10, 20, 30, 70]","[56, 12, 73]",0
82,14,52,20,80,10,20,30,70,55351,2021-06-20 10:00:22,"[20, 80, 10, 20, 30, 70]","[82, 14, 52]",0
68,22,70,20,80,10,20,30,70,76714,2021-06-17 14:11:08,"[20, 80, 10, 20, 30, 70]","[68, 22, 70]",0
35,14,34,20,80,10,20,30,70,69549,2021-06-23 10:59:31,"[20, 80, 10, 20, 30, 70]","[35, 14, 34]",1
51,23,41,20,80,10,20,30,70,18007,2021-06-17 12:13:59,"[20, 80, 10, 20, 30, 70]","[51, 23, 41]",0
64,6,54,20,80,10,20,30,70,11816,2021-06-29 15:06:34,"[20, 80, 10, 20, 30, 70]","[64, 6, 54]",0
84,8,54,20,80,10,20,30,70,47685,2021-06-13 18:26:10,"[20, 80, 10, 20, 30, 70]","[84, 8, 54]",0
67,12,54,20,80,10,20,30,70,68279,2021-06-19 11:21:51,"[20, 80, 10, 20, 30, 70]","[67, 12, 54]",1
17,20,62,20,80,10,20,30,70,80367,2021-06-27 15:45:50,"[20, 80, 10, 20, 30, 70]","[17, 20, 62]",0
70,6,32,20,80,10,20,30,70,18161,2021-06-20 12:21:03,"[20, 80, 10, 20, 30, 70]","[70, 6, 32]",0
57,15,64,20,80,10,20,30,70,85284,2021-06-10 16:23:00,"[20, 80, 10, 20, 30, 70]","[57, 15, 64]",1
65,21,29,20,80,10,20,30,70,30929,2021-06-11 13:09:59,"[20, 80, 10, 20, 30, 70]","[65, 21, 29]",0
52,20,46,20,80,10,20,30,70,82420,2021-06-12 13:32:53,"[20, 80, 10, 20, 30, 70]","[52, 20, 46]",1
42,14,33,20,80,10,20,30,70,39106,2021-06-23 17:06:23,"[20, 80, 10, 20, 30, 70]","[42, 14, 33]",1
54,11,42,20,80,10,20,30,70,63580,2021-06-23 15:54:53,"[20, 80, 10, 20, 30, 70]","[54, 11, 42]",1
60,24,28,20,80,10,20,30,70,66632,2021-06-27 12:26:04,"[20, 80, 10, 20, 30, 70]","[60, 24, 28]",0
27,21,33,20,80,10,20,30,70,50721,2021-06-22 08:54:36,"[20, 80, 10, 20, 30, 70]","[27, 21, 33]",0
41,15,30,20,80,10,20,30,70,73104,2021-06-23 14:47:26,"[20, 80, 10, 20, 30, 70]","[41, 15, 30]",1
29,22,64,20,80,10,20,30,70,72142,2021-06-22 10:49:06,"[20, 80, 10, 20, 30, 70]","[29, 22, 64]",0
47,11,42,20,80,10,20,30,70,11693,2021-06-27 14:19:28,"[20, 80, 10, 20, 30, 70]","[47, 11, 42]",1
83,11,80,20,80,10,20,30,70,73543,2021-06-29 16:00:14,"[20, 80, 10, 20, 30, 70]","[83, 11, 80]",0
74,19,70,20,80,10,20,30,70,14721,2021-06-11 12:47:01,"[20, 80, 10, 20, 30, 70]","[74, 19, 70]",1
52,6,34,20,80,10,20,30,70,79458,2021-06-23 11:45:21,"[20, 80, 10, 20, 30, 70]","[52, 6, 34]",0
42,10,29,20,80,10,20,30,70,21975,2021-06-13 15:39:54,"[20, 80, 10, 20, 30, 70]","[42, 10, 29]",0
30,5,44,20,80,10,20,30,70,55543,2021-06-13 08:11:36,"[20, 80, 10, 20, 30, 70]","[30, 5, 44]",0
58,5,79,20,80,10,20,30,70,53024,2021-06-25 16:57:33,"[20, 80, 10, 20, 30, 70]","[58, 5, 79]",0
83,6,28,20,80,10,20,30,70,32699,2021-06-21 17:11:05,"[20, 80, 10, 20, 30, 70]","[83, 6, 28]",0
52,24,44,20,80,10,20,30,70,29796,2021-06-21 09:25:23,"[20, 80, 10, 20, 30, 70]","[52, 24, 44]",0
25,15,47,20,80,10,20,30,70,40072,2021-06-22 10:52:05,"[20, 80, 10, 20, 30, 70]","[25, 15, 47]",1
33,5,34,20,80,10,20,30,70,87098,2021-06-20 11:45:03,"[20, 80, 10, 20, 30, 70]","[33, 5, 34]",0
85,6,44,20,80,10,20,30,70,61864,2021-06-14 15:25:47,"[20, 80, 10, 20, 30, 70]","[85, 6, 44]",0
63,20,64,20,80,10,20,30,70,74435,2021-06-20 18:51:37,"[20, 80, 10, 20, 30, 70]","[63, 20, 64]",1
84,11,42,20,80,10,20,30,70,54926,2021-06-17 13:45:52,"[20, 80, 10, 20, 30, 70]","[84, 11, 42]",0
32,7,65,20,80,10,20,30,70,66010,2021-06-18 14:57:44,"[20, 80, 10, 20, 30, 70]","[32, 7, 65]",0
72,7,51,20,80,10,20,30,70,31630,2021-06-19 15:28:43,"[20, 80, 10, 20, 30, 70]","[72, 7, 51]",0
78,8,43,20,80,10,20,30,70,35554,2021-06-19 14:46:01,"[20, 80, 10, 20, 30, 70]","[78, 8, 43]",0
45,18,33,20,80,10,20,30,70,89051,2021-06-22 10:03:50,"[20, 80, 10, 20, 30, 70]","[45, 18, 33]",1
20,15,65,20,80,10,20,30,70,41115,2021-06-17 16:51:33,"[20, 80, 10, 20, 30, 70]","[20, 15, 65]",1
53,7,76,20,80,10,20,30,70,24567,2021-06-25 08:39:54,"[20, 80, 10, 20, 30, 70]","[53, 7, 76]",0
49,11,29,20,80,10,20,30,70,63186,2021-06-10 17:00:56,"[20, 80, 10, 20, 30, 70]","[49, 11, 29]",0
82,25,28,20,80,10,20,30,70,83289,2021-06-29 09:37:29,"[20, 80, 10, 20, 30, 70]","[82, 25, 28]",0
83,5,37,20,80,10,20,30,70,64361,2021-06-23 10:26:57,"[20, 80, 10, 20, 30, 70]","[83, 5, 37]",0
30,8,39,20,80,10,20,30,70,44644,2021-06-10 09:40:19,"[20, 80, 10, 20, 30, 70]","[30, 8, 39]",0
37,22,56,20,80,10,20,30,70,24275,2021-06-29 09:09:37,"[20, 80, 10, 20, 30, 70]","[37, 22, 56]",0
82,10,78,20,80,10,20,30,70,45557,2021-06-12 17:08:32,"[20, 80, 10, 20, 30, 70]","[82, 10, 78]",0
16,10,33,20,80,10,20,30,70,71241,2021-06-14 18:33:07,"[20, 80, 10, 20, 30, 70]","[16, 10, 33]",0
38,14,49,20,80,10,20,30,70,61257,2021-06-24 15:14:55,"[20, 80, 10, 20, 30, 70]","[38, 14, 49]",1
47,13,56,20,80,10,20,30,70,74841,2021-06-26 15:43:32,"[20, 80, 10, 20, 30, 70]","[47, 13, 56]",1
60,8,73,20,80,10,20,30,70,87955,2021-06-18 17:53:32,"[20, 80, 10, 20, 30, 70]","[60, 8, 73]",0
21,25,56,20,80,10,20,30,70,79498,2021-06-17 13:11:32,"[20, 80, 10, 20, 30, 70]","[21, 25, 56]",0
19,23,79,20,80,10,20,30,70,34991,2021-06-22 12:03:17,"[20, 80, 10, 20, 30, 70]","[19, 23, 79]",0
82,13,56,20,80,10,20,30,70,42591,2021-06-12 14:24:33,"[20, 80, 10, 20, 30, 70]","[82, 13, 56]",0
15,21,73,20,80,10,20,30,70,80268,2021-06-26 13:36:34,"[20, 80, 10, 20, 30, 70]","[15, 21, 73]",0
49,13,32,20,80,10,20,30,70,47216,2021-06-13 09:36:20,"[20, 80, 10, 20, 30, 70]","[49, 13, 32]",1
38,16,75,20,80,10,20,30,70,25450,2021-06-22 14:21:54,"[20, 80, 10, 20, 30, 70]","[38, 16, 75]",0
50,11,48,20,80,10,20,30,70,11175,2021-06-20 18:29:47,"[20, 80, 10, 20, 30, 70]","[50, 11, 48]",1
31,13,61,20,80,10,20,30,70,60943,2021-06-11 12:47:49,"[20, 80, 10, 20, 30, 70]","[31, 13, 61]",1
74,23,40,20,80,10,20,30,70,65441,2021-06-25 15:21:06,"[20, 80, 10, 20, 30, 70]","[74, 23, 40]",0
43,6,30,20,80,10,20,30,70,79505,2021-06-15 13:01:49,"[20, 80, 10, 20, 30, 70]","[43, 6, 30]",0
57,13,38,20,80,10,20,30,70,78832,2021-06-12 11:21:54,"[20, 80, 10, 20, 30, 70]","[57, 13, 38]",1
59,21,73,20,80,10,20,30,70,67004,2021-06-24 12:28:46,"[20, 80, 10, 20, 30, 70]","[59, 21, 73]",0
55,16,38,20,80,10,20,30,70,21265,2021-06-17 09:26:10,"[20, 80, 10, 20, 30, 70]","[55, 16, 38]",1
25,5,30,20,80,10,20,30,70,36964,2021-06-19 17:04:01,"[20, 80, 10, 20, 30, 70]","[25, 5, 30]",0
15,9,70,20,80,10,20,30,70,84423,2021-06-18 11:43:03,"[20, 80, 10, 20, 30, 70]","[15, 9, 70]",0
77,24,70,20,80,10,20,30,70,68196,2021-06-10 08:56:56,"[20, 80, 10, 20, 30, 70]","[77, 24, 70]",0
82,19,44,20,80,10,20,30,70,24512,2021-06-15 12:36:24,"[20, 80, 10, 20, 30, 70]","[82, 19, 44]",0
72,6,28,20,80,10,20,30,70,41816,2021-06-29 17:45:07,"[20, 80, 10, 20, 30, 70]","[72, 6, 28]",0
32,24,80,20,80,10,20,30,70,51273,2021-06-14 16:32:04,"[20, 80, 10, 20, 30, 70]","[32, 24, 80]",0
46,14,76,20,80,10,20,30,70,78672,2021-06-13 12:04:42,"[20, 80, 10, 20, 30, 70]","[46, 14, 76]",0
73,10,51,20,80,10,20,30,70,22006,2021-06-11 08:19:13,"[20, 80, 10, 20, 30, 70]","[73, 10, 51]",1
15,15,76,20,80,10,20,30,70,51324,2021-06-13 15:05:20,"[20, 80, 10, 20, 30, 70]","[15, 15, 76]",0
64,25,69,20,80,10,20,30,70,44305,2021-06-25 13:43:38,"[20, 80, 10, 20, 30, 70]","[64, 25, 69]",0
67,17,31,20,80,10,20,30,70,77546,2021-06-26 12:47:18,"[20, 80, 10, 20, 30, 70]","[67, 17, 31]",1
19,22,46,20,80,10,20,30,70,70306,2021-06-16 09:35:05,"[20, 80, 10, 20, 30, 70]","[19, 22, 46]",0
20,9,43,20,80,10,20,30,70,17579,2021-06-17 17:19:39,"[20, 80, 10, 20, 30, 70]","[20, 9, 43]",0
50,25,55,20,80,10,20,30,70,77165,2021-06-11 18:34:59,"[20, 80, 10, 20, 30, 70]","[50, 25, 55]",0
62,10,63,20,80,10,20,30,70,47203,2021-06-10 11:26:33,"[20, 80, 10, 20, 30, 70]","[62, 10, 63]",1
58,8,40,20,80,10,20,30,70,50430,2021-06-10 14:15:11,"[20, 80, 10, 20, 30, 70]","[58, 8, 40]",0
43,14,37,20,80,10,20,30,70,73246,2021-06-17 13:55:27,"[20, 80, 10, 20, 30, 70]","[43, 14, 37]",1
62,12,45,20,80,10,20,30,70,74978,2021-06-27 12:15:58,"[20, 80, 10, 20, 30, 70]","[62, 12, 45]",1
33,11,35,20,80,10,20,30,70,88696,2021-06-21 18:38:15,"[20, 80, 10, 20, 30, 70]","[33, 11, 35]",1
44,21,55,20,80,10,20,30,70,55998,2021-06-17 15:12:30,"[20, 80, 10, 20, 30, 70]","[44, 21, 55]",0
72,11,74,20,80,10,20,30,70,39195,2021-06-12 15:56:41,"[20, 80, 10, 20, 30, 70]","[72, 11, 74]",0
40,24,64,20,80,10,20,30,70,32521,2021-06-13 13:12:23,"[20, 80, 10, 20, 30, 70]","[40, 24, 64]",0
79,6,50,20,80,10,20,30,70,37461,2021-06-22 08:43:28,"[20, 80, 10, 20, 30, 70]","[79, 6, 50]",0
27,12,60,20,80,10,20,30,70,75850,2021-06-12 17:15:14,"[20, 80, 10, 20, 30, 70]","[27, 12, 60]",1
59,22,36,20,80,10,20,30,70,65569,2021-06-29 18:24:30,"[20, 80, 10, 20, 30, 70]","[59, 22, 36]",0
37,9,57,20,80,10,20,30,70,32617,2021-06-17 11:55:25,"[20, 80, 10, 20, 30, 70]","[37, 9, 57]",0
56,10,61,20,80,10,20,30,70,20660,2021-06-15 12:34:39,"[20, 80, 10, 20, 30, 70]","[56, 10, 61]",1
66,19,78,20,80,10,20,30,70,32789,2021-06-29 13:37:52,"[20, 80, 10, 20, 30, 70]","[66, 19, 78]",0
26,20,32,20,80,10,20,30,70,38520,2021-06-16 14:46:45,"[20, 80, 10, 20, 30, 70]","[26, 20, 32]",1
70,20,73,20,80,10,20,30,70,18451,2021-06-26 16:38:51,"[20, 80, 10, 20, 30, 70]","[70, 20, 73]",0
81,24,49,20,80,10,20,30,70,54533,2021-06-21 08:25:37,"[20, 80, 10, 20, 30, 70]","[81, 24, 49]",0
66,13,30,20,80,10,20,30,70,72732,2021-06-24 12:55:57,"[20, 80, 10, 20, 30, 70]","[66, 13, 30]",1
22,8,71,20,80,10,20,30,70,26868,2021-06-19 17:35:25,"[20, 80, 10, 20, 30, 70]","[22, 8, 71]",0
46,13,38,20,80,10,20,30,70,80642,2021-06-29 11:28:50,"[20, 80, 10, 20, 30, 70]","[46, 13, 38]",1
26,25,41,20,80,10,20,30,70,89371,2021-06-18 09:58:53,"[20, 80, 10, 20, 30, 70]","[26, 25, 41]",0
27,19,56,20,80,10,20,30,70,24127,2021-06-13 14:26:12,"[20, 80, 10, 20, 30, 70]","[27, 19, 56]",1
